Unnamed: 0,month,year,state,average_temp,monthly_mean_from_1901_to_2000
36288,1,2013,Alabama,50.4,45.8
36289,1,2013,Arizona,40.5,41.1
36290,1,2013,Arkansas,44.2,40.4
36291,1,2013,California,42.6,42.7
36292,1,2013,Colorado,24.4,24.5
36293,1,2013,Connecticut,32.4,27.4
36294,1,2013,Delaware,40.8,34.8
36295,1,2013,Florida,63.0,58.3
36296,1,2013,Georgia,52.3,46.6
36297,1,2013,Idaho,23.0,23.0
36298,1,2013,Illinois,33.0,27.4
36299,1,2013,Indiana,34.0,28.4
36300,1,2013,Iowa,24.8,20.2
36301,1,2013,Kansas,33.4,30.1
36302,1,2013,Kentucky,39.8,34.9
36303,1,2013,Louisiana,53.8,50.2
36304,1,2013,Maine,20.1,15.9
36305,1,2013,Maryland,39.2,33.9
36306,1,2013,Massachusetts,31.1,26.1
36307,1,2013,Michigan,26.7,20.7
36308,1,2013,Minnesota,14.1,9.7
36309,1,2013,Mississippi,50.4,46.1
36310,1,2013,Missouri,36.3,31.3
36311,1,2013,Montana,21.6,18.7
36312,1,2013,Nebraska,26.6,23.8
36313,1,2013,Nevada,28.6,30.5
36314,1,2013,New Hampshire,24.4,19.4
36315,1,2013,New Jersey,37.2,31.3
36316,1,2013,New Mexico,34.0,34.0
36317,1,2013,New York,28.0,22.3
36318,1,2013,North Carolina,45.8,40.7
36319,1,2013,North Dakota,12.4,9.7
36320,1,2013,Ohio,34.1,28.7
36321,1,2013,Oklahoma,41.0,37.8
36322,1,2013,Oregon,30.6,31.0
36323,1,2013,Pennsylvania,32.4,27.1
36324,1,2013,Rhode Island,34.0,29.1
36325,1,2013,South Carolina,50.8,45.1
36326,1,2013,South Dakota,20.4,17.4
36327,1,2013,Tennessee,43.3,38.3
36328,1,2013,Texas,49.5,46.2
36329,1,2013,Utah,23.8,26.2
36330,1,2013,Vermont,23.0,17.8
36331,1,2013,Virginia,40.7,35.8
36332,1,2013,Washington,30.8,29.5
36333,1,2013,West Virginia,36.6,31.9
36334,1,2013,Wisconsin,21.0,15.4
36335,1,2013,Wyoming,21.0,19.5
36336,2,2013,Alabama,49.0,46.6
36337,2,2013,Arizona,40.4,42.7
36338,2,2013,Arkansas,42.7,41.2
36339,2,2013,California,43.7,43.8
36340,2,2013,Colorado,24.3,25.6
36341,2,2013,Connecticut,29.0,25.8
36342,2,2013,Delaware,36.6,33.8
36343,2,2013,Florida,62.9,58.6
36344,2,2013,Georgia,50.6,47.3
36345,2,2013,Idaho,23.8,24.2
36346,2,2013,Illinois,29.6,27.3
36347,2,2013,Indiana,30.0,27.9
36348,2,2013,Iowa,23.1,20.2
36349,2,2013,Kansas,33.0,31.2
36350,2,2013,Kentucky,36.8,35.1
36351,2,2013,Louisiana,53.4,50.9
36352,2,2013,Maine,17.9,14.1
36353,2,2013,Maryland,35.4,33.1
36354,2,2013,Massachusetts,28.0,24.6
36355,2,2013,Michigan,22.0,18.7
36356,2,2013,Minnesota,12.2,9.3
36357,2,2013,Mississippi,49.0,46.7
36358,2,2013,Missouri,34.1,31.6
36359,2,2013,Montana,24.6,19.1
36360,2,2013,Nebraska,27.2,24.5
36361,2,2013,Nevada,29.6,32.0
36362,2,2013,New Hampshire,21.6,17.8
36363,2,2013,New Jersey,33.4,30.1
36364,2,2013,New Mexico,34.0,35.7
36365,2,2013,New York,23.8,20.3
36366,2,2013,North Carolina,43.0,41.0
36367,2,2013,North Dakota,14.1,9.1
36368,2,2013,Ohio,29.8,27.9
36369,2,2013,Oklahoma,40.4,38.9
36370,2,2013,Oregon,32.4,32.2
36371,2,2013,Pennsylvania,28.2,25.9
36372,2,2013,Rhode Island,30.3,27.5
36373,2,2013,South Carolina,48.4,45.7
36374,2,2013,South Dakota,21.6,17.5
36375,2,2013,Tennessee,40.9,38.7
36376,2,2013,Texas,49.8,47.4
36377,2,2013,Utah,23.6,27.8
36378,2,2013,Vermont,20.0,15.8
36379,2,2013,Virginia,37.6,35.7
36380,2,2013,Washington,32.3,30.7
36381,2,2013,West Virginia,33.1,31.6
36382,2,2013,Wisconsin,16.9,14.4
36383,2,2013,Wyoming,21.2,20.3
36384,3,2013,Alabama,48.9,51.6
36385,3,2013,Arizona,48.5,47.1
36386,3,2013,Arkansas,45.0,47.2
36387,3,2013,California,49.6,47.1
36388,3,2013,Colorado,30.4,30.6
36389,3,2013,Connecticut,32.6,30.9
36390,3,2013,Delaware,38.2,38.5
36391,3,2013,Florida,60.4,61.7
36392,3,2013,Georgia,49.5,52.0
36393,3,2013,Idaho,31.3,29.5
36394,3,2013,Illinois,32.1,34.5
36395,3,2013,Indiana,32.5,34.5
36396,3,2013,Iowa,26.6,28.7
36397,3,2013,Kansas,37.0,38.1
36398,3,2013,Kentucky,38.1,40.9
36399,3,2013,Louisiana,54.8,55.8
36400,3,2013,Maine,25.2,20.5
36401,3,2013,Maryland,37.1,38.1
36402,3,2013,Massachusetts,31.6,29.6
36403,3,2013,Michigan,24.4,24.1
36404,3,2013,Minnesota,16.8,18.7
36405,3,2013,Mississippi,49.7,52.0
36406,3,2013,Missouri,36.4,38.7
36407,3,2013,Montana,29.0,25.4
36408,3,2013,Nebraska,31.8,31.3
36409,3,2013,Nevada,39.0,36.8
36410,3,2013,New Hampshire,27.0,23.7
36411,3,2013,New Jersey,35.7,34.9
36412,3,2013,New Mexico,41.4,40.7
36413,3,2013,New York,27.0,25.7
36414,3,2013,North Carolina,42.9,45.6
36415,3,2013,North Dakota,17.2,18.3
36416,3,2013,Ohio,32.1,33.7
36417,3,2013,Oklahoma,44.3,45.3
36418,3,2013,Oregon,38.0,36.2
36419,3,2013,Pennsylvania,30.6,31.2
36420,3,2013,Rhode Island,33.6,31.9
36421,3,2013,South Carolina,47.5,50.3
36422,3,2013,South Dakota,26.0,25.4
36423,3,2013,Tennessee,41.8,44.3
36424,3,2013,Texas,54.4,52.8
36425,3,2013,Utah,34.3,33.8
36426,3,2013,Vermont,25.5,21.9
36427,3,2013,Virginia,38.4,40.6
36428,3,2013,Washington,37.8,35.8
36429,3,2013,West Virginia,34.4,36.9
36430,3,2013,Wisconsin,20.4,22.3
36431,3,2013,Wyoming,27.0,25.7
36432,4,2013,Alabama,56.0,59.0
36433,4,2013,Arizona,57.1,53.1
36434,4,2013,Arkansas,52.6,55.9
36435,4,2013,California,56.0,51.4
36436,4,2013,Colorado,37.4,38.1
36437,4,2013,Connecticut,41.6,40.7
36438,4,2013,Delaware,47.6,47.4
36439,4,2013,Florida,65.2,66.6
36440,4,2013,Georgia,56.6,59.2
36441,4,2013,Idaho,37.6,36.8
36442,4,2013,Illinois,42.2,45.6
36443,4,2013,Indiana,42.8,45.1
36444,4,2013,Iowa,36.4,41.4
36445,4,2013,Kansas,44.4,48.0
36446,4,2013,Kentucky,47.3,50.3
36447,4,2013,Louisiana,59.9,62.6
36448,4,2013,Maine,34.7,32.1
36449,4,2013,Maryland,47.0,47.3
36450,4,2013,Massachusetts,40.6,39.4
36451,4,2013,Michigan,33.6,35.4
36452,4,2013,Minnesota,27.3,33.3
36453,4,2013,Mississippi,56.2,59.5
36454,4,2013,Missouri,45.2,49.1
36455,4,2013,Montana,33.7,35.0
36456,4,2013,Nebraska,38.6,41.7
36457,4,2013,Nevada,46.6,43.1
36458,4,2013,New Hampshire,36.4,34.8
36459,4,2013,New Jersey,45.0,44.3
36460,4,2013,New Mexico,49.6,47.4
36461,4,2013,New York,37.0,36.7
36462,4,2013,North Carolina,51.4,53.6
36463,4,2013,North Dakota,24.4,33.0
36464,4,2013,Ohio,42.8,43.8
36465,4,2013,Oklahoma,51.1,54.4
36466,4,2013,Oregon,42.8,41.2
36467,4,2013,Pennsylvania,41.2,41.3
36468,4,2013,Rhode Island,42.4,40.9
36469,4,2013,South Carolina,55.2,57.8
36470,4,2013,South Dakota,32.5,37.8
36471,4,2013,Tennessee,49.8,53.1
36472,4,2013,Texas,60.1,60.6
36473,4,2013,Utah,43.0,41.4
36474,4,2013,Vermont,35.2,33.6
36475,4,2013,Virginia,48.0,49.3
36476,4,2013,Washington,42.4,41.8
36477,4,2013,West Virginia,44.6,45.9
36478,4,2013,Wisconsin,30.8,35.4
36479,4,2013,Wyoming,33.0,34.0
36480,5,2013,Alabama,65.2,66.7
36481,5,2013,Arizona,63.4,60.9
36482,5,2013,Arkansas,62.8,64.5
36483,5,2013,California,61.0,57.4
36484,5,2013,Colorado,46.3,47.2
36485,5,2013,Connecticut,52.8,51.4
36486,5,2013,Delaware,59.2,57.1
36487,5,2013,Florida,72.7,72.2
36488,5,2013,Georgia,65.6,66.9
36489,5,2013,Idaho,45.6,45.2
36490,5,2013,Illinois,57.0,56.8
36491,5,2013,Indiana,57.6,56.0
36492,5,2013,Iowa,51.4,53.9
36493,5,2013,Kansas,55.8,58.4
36494,5,2013,Kentucky,60.0,59.8
36495,5,2013,Louisiana,68.1,69.8
36496,5,2013,Maine,45.7,44.4
36497,5,2013,Maryland,58.6,57.2
36498,5,2013,Massachusetts,52.0,50.2
36499,5,2013,Michigan,48.0,47.7
36500,5,2013,Minnesota,43.6,47.8
36501,5,2013,Mississippi,65.5,67.4
36502,5,2013,Missouri,57.8,59.4
36503,5,2013,Montana,44.4,45.5
36504,5,2013,Nebraska,50.5,53.0
36505,5,2013,Nevada,52.4,50.7
36506,5,2013,New Hampshire,48.4,46.6
36507,5,2013,New Jersey,56.2,54.6
36508,5,2013,New Mexico,57.1,55.8
36509,5,2013,New York,50.3,48.6
36510,5,2013,North Carolina,61.9,62.1
36511,5,2013,North Dakota,42.4,47.5
36512,5,2013,Ohio,56.9,54.6
36513,5,2013,Oklahoma,60.8,63.7
36514,5,2013,Oregon,48.6,47.3
36515,5,2013,Pennsylvania,53.8,52.2
36516,5,2013,Rhode Island,53.1,50.9
36517,5,2013,South Carolina,65.0,66.1
36518,5,2013,South Dakota,46.4,50.4
36519,5,2013,Tennessee,60.9,61.9
36520,5,2013,Texas,67.8,68.7
36521,5,2013,Utah,50.5,50.1
36522,5,2013,Vermont,48.0,46.1
36523,5,2013,Virginia,59.2,58.5
36524,5,2013,Washington,49.1,48.5
36525,5,2013,West Virginia,56.7,55.7
36526,5,2013,Wisconsin,46.5,48.6
36527,5,2013,Wyoming,42.6,43.7
36528,6,2013,Alabama,73.1,74.1
36529,6,2013,Arizona,73.4,69.7
36530,6,2013,Arkansas,72.1,72.5
36531,6,2013,California,68.1,64.5
36532,6,2013,Colorado,59.2,56.5
36533,6,2013,Connecticut,62.9,61.1
36534,6,2013,Delaware,68.6,66.4
36535,6,2013,Florida,77.6,77.3
36536,6,2013,Georgia,73.1,74.2
36537,6,2013,Idaho,55.2,53.0
36538,6,2013,Illinois,67.7,66.8
36539,6,2013,Indiana,67.6,65.9
36540,6,2013,Iowa,64.0,64.5
36541,6,2013,Kansas,69.2,68.3
36542,6,2013,Kentucky,68.9,68.5
36543,6,2013,Louisiana,76.3,76.6
36544,6,2013,Maine,56.6,55.2
36545,6,2013,Maryland,67.8,66.5
36546,6,2013,Massachusetts,62.4,60.1
36547,6,2013,Michigan,60.2,58.5
36548,6,2013,Minnesota,58.6,59.0
36549,6,2013,Mississippi,73.9,74.8
36550,6,2013,Missouri,68.2,68.6
36551,6,2013,Montana,55.4,54.2
36552,6,2013,Nebraska,63.6,63.3
36553,6,2013,Nevada,62.6,59.5
36554,6,2013,New Hampshire,59.0,57.0
36555,6,2013,New Jersey,66.0,64.1
36556,6,2013,New Mexico,67.8,64.6
36557,6,2013,New York,60.6,59.0
36558,6,2013,North Carolina,69.7,70.0
36559,6,2013,North Dakota,58.4,58.4
36560,6,2013,Ohio,66.4,64.5
36561,6,2013,Oklahoma,72.6,72.5
36562,6,2013,Oregon,56.0,53.9
36563,6,2013,Pennsylvania,63.2,61.9
36564,6,2013,Rhode Island,63.2,60.3
36565,6,2013,South Carolina,72.6,73.6
36566,6,2013,South Dakota,60.6,60.9
36567,6,2013,Tennessee,69.6,70.0
36568,6,2013,Texas,77.2,76.1
36569,6,2013,Utah,62.6,59.3
36570,6,2013,Vermont,58.6,56.7
36571,6,2013,Virginia,67.4,67.1
36572,6,2013,Washington,56.1,54.8
36573,6,2013,West Virginia,64.8,64.2
36574,6,2013,Wisconsin,59.6,59.4
36575,6,2013,Wyoming,55.6,53.1
36576,7,2013,Alabama,77.8,78.7
36577,7,2013,Arizona,80.2,77.0
36578,7,2013,Arkansas,77.6,78.5
36579,7,2013,California,75.2,71.5
36580,7,2013,Colorado,67.0,64.1
36581,7,2013,Connecticut,71.8,68.0
36582,7,2013,Delaware,76.4,73.2
36583,7,2013,Florida,80.9,80.2
36584,7,2013,Georgia,78.0,78.6
36585,7,2013,Idaho,64.4,60.8
36586,7,2013,Illinois,72.3,73.5
36587,7,2013,Indiana,71.6,72.5
36588,7,2013,Iowa,70.6,71.5
36589,7,2013,Kansas,76.2,76.1
36590,7,2013,Kentucky,73.4,74.4
36591,7,2013,Louisiana,80.8,80.8
36592,7,2013,Maine,64.6,62.6
36593,7,2013,Maryland,75.2,72.8
36594,7,2013,Massachusetts,71.0,67.0
36595,7,2013,Michigan,66.3,65.7
36596,7,2013,Minnesota,66.4,66.2
36597,7,2013,Mississippi,78.9,79.6
36598,7,2013,Missouri,74.0,75.3
36599,7,2013,Montana,63.2,61.9
36600,7,2013,Nebraska,71.0,71.4
36601,7,2013,Nevada,72.4,68.0
36602,7,2013,New Hampshire,66.9,64.0
36603,7,2013,New Jersey,74.5,71.0
36604,7,2013,New Mexico,73.6,71.0
36605,7,2013,New York,67.6,65.8
36606,7,2013,North Carolina,75.6,75.2
36607,7,2013,North Dakota,65.8,66.0
36608,7,2013,Ohio,71.0,70.9
36609,7,2013,Oklahoma,78.8,79.3
36610,7,2013,Oregon,64.4,61.0
36611,7,2013,Pennsylvania,70.0,68.1
36612,7,2013,Rhode Island,72.2,67.5
36613,7,2013,South Carolina,78.1,78.4
36614,7,2013,South Dakota,68.6,69.2
36615,7,2013,Tennessee,74.5,75.5
36616,7,2013,Texas,81.6,81.0
36617,7,2013,Utah,71.9,67.8
36618,7,2013,Vermont,65.8,63.4
36619,7,2013,Virginia,73.9,72.8
36620,7,2013,Washington,62.9,60.8
36621,7,2013,West Virginia,70.8,70.0
36622,7,2013,Wisconsin,66.4,66.5
36623,7,2013,Wyoming,64.2,61.4
36624,8,2013,Alabama,77.8,79.6
36625,8,2013,Arizona,79.8,78.8
36626,8,2013,Arkansas,78.2,79.8
36627,8,2013,California,76.2,74.2
36628,8,2013,Colorado,67.8,66.2
36629,8,2013,Connecticut,72.3,69.6
36630,8,2013,Delaware,76.3,74.6
36631,8,2013,Florida,81.5,81.0
36632,8,2013,Georgia,78.1,79.4
36633,8,2013,Idaho,68.6,64.3
36634,8,2013,Illinois,72.9,74.4
36635,8,2013,Indiana,71.9,73.4
36636,8,2013,Iowa,72.1,72.6
36637,8,2013,Kansas,76.8,78.0
36638,8,2013,Kentucky,73.8,75.5
36639,8,2013,Louisiana,81.4,81.8
36640,8,2013,Maine,66.0,64.2
36641,8,2013,Maryland,75.1,74.2
36642,8,2013,Massachusetts,71.5,68.6
36643,8,2013,Michigan,67.7,67.0
36644,8,2013,Minnesota,68.4,67.5
36645,8,2013,Mississippi,79.2,80.5
36646,8,2013,Missouri,74.8,76.8
36647,8,2013,Montana,67.4,64.9
36648,8,2013,Nebraska,73.5,73.4
36649,8,2013,Nevada,73.9,71.1
36650,8,2013,New Hampshire,67.7,65.3
36651,8,2013,New Jersey,74.6,72.5
36652,8,2013,New Mexico,72.6,71.7
36653,8,2013,New York,68.5,67.1
36654,8,2013,North Carolina,75.7,76.3
36655,8,2013,North Dakota,68.4,67.9
36656,8,2013,Ohio,71.4,72.0
36657,8,2013,Oklahoma,79.9,81.2
36658,8,2013,Oregon,67.9,64.3
36659,8,2013,Pennsylvania,70.1,69.3
36660,8,2013,Rhode Island,72.8,69.5
36661,8,2013,South Carolina,78.1,79.3
36662,8,2013,South Dakota,71.7,71.5
36663,8,2013,Tennessee,74.8,76.6
36664,8,2013,Texas,82.3,82.1
36665,8,2013,Utah,72.8,70.5
36666,8,2013,Vermont,66.9,64.7
36667,8,2013,Virginia,73.7,73.9
36668,8,2013,Washington,66.7,63.8
36669,8,2013,West Virginia,70.8,71.1
36670,8,2013,Wisconsin,68.2,67.6
36671,8,2013,Wyoming,67.2,64.3
36672,9,2013,Alabama,76.4,76.9
36673,9,2013,Arizona,75.4,74.9
36674,9,2013,Arkansas,76.9,76.1
36675,9,2013,California,71.9,71.2
36676,9,2013,Colorado,63.8,61.2
36677,9,2013,Connecticut,65.0,65.0
36678,9,2013,Delaware,70.0,70.5
36679,9,2013,Florida,81.1,80.1
36680,9,2013,Georgia,76.2,76.7
36681,9,2013,Idaho,62.4,59.2
36682,9,2013,Illinois,70.7,69.8
36683,9,2013,Indiana,69.2,69.0
36684,9,2013,Iowa,69.4,67.1
36685,9,2013,Kansas,74.3,72.9
36686,9,2013,Kentucky,71.4,71.7
36687,9,2013,Louisiana,80.9,79.3
36688,9,2013,Maine,60.2,59.0
36689,9,2013,Maryland,69.2,70.1
36690,9,2013,Massachusetts,64.4,64.0
36691,9,2013,Michigan,63.0,62.1
36692,9,2013,Minnesota,64.6,61.5
36693,9,2013,Mississippi,78.3,77.7
36694,9,2013,Missouri,72.6,72.1
36695,9,2013,Montana,63.0,58.9
36696,9,2013,Nebraska,70.9,67.6
36697,9,2013,Nevada,67.0,65.9
36698,9,2013,New Hampshire,61.1,60.3
36699,9,2013,New Jersey,67.9,68.3
36700,9,2013,New Mexico,69.2,67.7
36701,9,2013,New York,62.0,62.4
36702,9,2013,North Carolina,71.9,72.9
36703,9,2013,North Dakota,65.3,61.6
36704,9,2013,Ohio,67.4,67.8
36705,9,2013,Oklahoma,78.0,76.9
36706,9,2013,Oregon,62.4,60.6
36707,9,2013,Pennsylvania,64.3,65.0
36708,9,2013,Rhode Island,65.6,65.3
36709,9,2013,South Carolina,75.4,76.2
36710,9,2013,South Dakota,68.7,65.3
36711,9,2013,Tennessee,72.7,73.1
36712,9,2013,Texas,80.8,78.9
36713,9,2013,Utah,66.2,65.0
36714,9,2013,Vermont,60.3,59.7
36715,9,2013,Virginia,69.0,70.1
36716,9,2013,Washington,62.9,60.2
36717,9,2013,West Virginia,66.6,67.4
36718,9,2013,Wisconsin,64.2,62.2
36719,9,2013,Wyoming,62.0,58.5
36720,10,2013,Alabama,69.9,69.2
36721,10,2013,Arizona,65.6,66.5
36722,10,2013,Arkansas,68.4,67.3
36723,10,2013,California,63.9,64.0
36724,10,2013,Colorado,52.4,51.9
36725,10,2013,Connecticut,57.4,56.2
36726,10,2013,Delaware,63.1,61.9
36727,10,2013,Florida,77.0,75.7
36728,10,2013,Georgia,69.8,69.4
36729,10,2013,Idaho,49.6,49.4
36730,10,2013,Illinois,61.6,60.5
36731,10,2013,Indiana,60.6,59.8
36732,10,2013,Iowa,58.8,57.2
36733,10,2013,Kansas,63.6,62.5
36734,10,2013,Kentucky,63.4,62.9
36735,10,2013,Louisiana,74.2,72.3
36736,10,2013,Maine,52.0,49.6
36737,10,2013,Maryland,62.0,61.4
36738,10,2013,Massachusetts,56.3,55.2
36739,10,2013,Michigan,54.2,53.0
36740,10,2013,Minnesota,53.2,50.9
36741,10,2013,Mississippi,71.2,69.8
36742,10,2013,Missouri,63.3,62.6
36743,10,2013,Montana,49.8,48.5
36744,10,2013,Nebraska,58.4,56.8
36745,10,2013,Nevada,55.3,56.2
36746,10,2013,New Hampshire,52.7,51.2
36747,10,2013,New Jersey,60.8,59.5
36748,10,2013,New Mexico,59.3,59.3
36749,10,2013,New York,54.6,53.5
36750,10,2013,North Carolina,65.0,64.9
36751,10,2013,North Dakota,51.8,50.1
36752,10,2013,Ohio,59.4,58.7
36753,10,2013,Oklahoma,68.1,67.4
36754,10,2013,Oregon,52.2,52.6
36755,10,2013,Pennsylvania,57.2,56.2
36756,10,2013,Rhode Island,58.0,56.9
36757,10,2013,South Carolina,68.8,68.4
36758,10,2013,South Dakota,55.0,54.0
36759,10,2013,Tennessee,65.1,64.5
36760,10,2013,Texas,72.4,70.9
36761,10,2013,Utah,53.9,54.7
36762,10,2013,Vermont,52.2,50.7
36763,10,2013,Virginia,62.0,61.7
36764,10,2013,Washington,52.9,52.1
36765,10,2013,West Virginia,59.3,58.9
36766,10,2013,Wisconsin,53.8,52.5
36767,10,2013,Wyoming,48.3,48.0
36768,11,2013,Alabama,58.2,58.6
36769,11,2013,Arizona,55.0,55.0
36770,11,2013,Arkansas,54.5,55.8
36771,11,2013,California,55.2,54.5
36772,11,2013,Colorado,39.7,40.0
36773,11,2013,Connecticut,46.6,45.6
36774,11,2013,Delaware,52.3,51.0
36775,11,2013,Florida,70.6,68.3
36776,11,2013,Georgia,59.1,59.2
36777,11,2013,Idaho,38.0,37.9
36778,11,2013,Illinois,46.6,47.7
36779,11,2013,Indiana,46.8,47.5
36780,11,2013,Iowa,42.2,43.6
36781,11,2013,Kansas,48.2,49.2
36782,11,2013,Kentucky,50.2,51.1
36783,11,2013,Louisiana,61.8,62.4
36784,11,2013,Maine,39.8,38.3
36785,11,2013,Maryland,50.7,50.3
36786,11,2013,Massachusetts,45.3,44.6
36787,11,2013,Michigan,41.5,41.0
36788,11,2013,Minnesota,36.2,36.4
36789,11,2013,Mississippi,58.2,59.1
36790,11,2013,Missouri,48.8,50.3
36791,11,2013,Montana,35.6,36.4
36792,11,2013,Nebraska,42.4,43.3
36793,11,2013,Nevada,44.8,44.8
36794,11,2013,New Hampshire,40.6,40.0
36795,11,2013,New Jersey,50.0,48.6
36796,11,2013,New Mexico,47.6,48.0
36797,11,2013,New York,42.6,42.2
36798,11,2013,North Carolina,54.2,54.4
36799,11,2013,North Dakota,33.9,35.2
36800,11,2013,Ohio,46.6,46.8
36801,11,2013,Oklahoma,53.5,55.0
36802,11,2013,Oregon,42.8,42.9
36803,11,2013,Pennsylvania,45.4,45.0
36804,11,2013,Rhode Island,47.6,46.6
36805,11,2013,South Carolina,57.8,58.1
36806,11,2013,South Dakota,38.2,39.8
36807,11,2013,Tennessee,52.2,53.1
36808,11,2013,Texas,59.8,60.3
36809,11,2013,Utah,42.2,42.4
36810,11,2013,Vermont,39.8,39.2
36811,11,2013,Virginia,50.6,50.8
36812,11,2013,Washington,41.4,41.9
36813,11,2013,West Virginia,47.3,47.7
36814,11,2013,Wisconsin,38.8,39.2
36815,11,2013,Wyoming,35.3,35.8
36816,12,2013,Alabama,49.8,50.0
36817,12,2013,Arizona,46.4,45.3
36818,12,2013,Arkansas,43.8,45.7
36819,12,2013,California,48.0,46.3
36820,12,2013,Colorado,29.4,29.3
36821,12,2013,Connecticut,35.4,34.7
36822,12,2013,Delaware,42.8,41.0
36823,12,2013,Florida,65.9,61.5
36824,12,2013,Georgia,52.2,50.7
36825,12,2013,Idaho,27.4,27.7
36826,12,2013,Illinois,32.5,35.1
36827,12,2013,Indiana,34.3,35.7
36828,12,2013,Iowa,25.6,29.2
36829,12,2013,Kansas,35.2,36.7
36830,12,2013,Kentucky,40.1,40.8
36831,12,2013,Louisiana,52.3,54.2
36832,12,2013,Maine,24.6,25.4
36833,12,2013,Maryland,41.0,40.1
36834,12,2013,Massachusetts,34.1,33.7
36835,12,2013,Michigan,26.8,29.0
36836,12,2013,Minnesota,16.3,20.4
36837,12,2013,Mississippi,48.9,50.3
36838,12,2013,Missouri,36.0,38.2
36839,12,2013,Montana,23.4,25.1
36840,12,2013,Nebraska,29.4,30.6
36841,12,2013,Nevada,35.0,35.1
36842,12,2013,New Hampshire,27.7,27.9
36843,12,2013,New Jersey,39.4,38.0
36844,12,2013,New Mexico,38.6,38.2
36845,12,2013,New York,29.9,30.4
36846,12,2013,North Carolina,46.6,45.4
36847,12,2013,North Dakota,15.6,19.6
36848,12,2013,Ohio,35.5,35.6
36849,12,2013,Oklahoma,40.9,43.7
36850,12,2013,Oregon,34.6,34.8
36851,12,2013,Pennsylvania,34.1,34.1
36852,12,2013,Rhode Island,37.2,36.3
36853,12,2013,South Carolina,50.7,49.4
36854,12,2013,South Dakota,22.8,25.7
36855,12,2013,Tennessee,42.6,43.3
36856,12,2013,Texas,48.8,50.7
36857,12,2013,Utah,30.6,31.6
36858,12,2013,Vermont,26.6,26.7
36859,12,2013,Virginia,42.0,41.1
36860,12,2013,Washington,32.4,33.6
36861,12,2013,West Virginia,38.0,37.6
36862,12,2013,Wisconsin,21.4,24.9
36863,12,2013,Wyoming,24.7,24.8
36864,1,2014,Alabama,42.6,45.8
36865,1,2014,Arizona,44.0,41.1
36866,1,2014,Arkansas,37.6,40.4
36867,1,2014,California,47.1,42.7
36868,1,2014,Colorado,25.0,24.4
36869,1,2014,Connecticut,27.3,27.3
36870,1,2014,Delaware,35.2,34.8
36871,1,2014,Florida,59.6,58.3
36872,1,2014,Georgia,45.6,46.6
36873,1,2014,Idaho,24.4,23.0
36874,1,2014,Illinois,22.8,27.5
36875,1,2014,Indiana,24.4,28.5
36876,1,2014,Iowa,15.8,20.3
36877,1,2014,Kansas,29.4,30.1
36878,1,2014,Kentucky,32.1,35.0
36879,1,2014,Louisiana,46.5,50.2
36880,1,2014,Maine,15.6,15.9
36881,1,2014,Maryland,33.2,33.9
36882,1,2014,Massachusetts,26.2,26.1
36883,1,2014,Michigan,15.8,20.7
36884,1,2014,Minnesota,3.6,9.7
36885,1,2014,Mississippi,42.6,46.0
36886,1,2014,Missouri,28.0,31.2
36887,1,2014,Montana,20.4,18.7
36888,1,2014,Nebraska,24.1,23.7
36889,1,2014,Nevada,32.8,30.6
36890,1,2014,New Hampshire,19.4,19.5
36891,1,2014,New Jersey,31.0,31.3
36892,1,2014,New Mexico,35.4,33.9
36893,1,2014,New York,21.2,22.3
36894,1,2014,North Carolina,40.4,40.8
36895,1,2014,North Dakota,6.8,9.7
36896,1,2014,Ohio,25.9,28.7
36897,1,2014,Oklahoma,35.6,37.8
36898,1,2014,Oregon,33.2,31.0
36899,1,2014,Pennsylvania,25.2,27.1
36900,1,2014,Rhode Island,29.6,29.1
36901,1,2014,South Carolina,44.8,45.1
36902,1,2014,South Dakota,15.9,17.4
36903,1,2014,Tennessee,35.2,38.3
36904,1,2014,Texas,44.6,46.1
36905,1,2014,Utah,26.8,26.2
36906,1,2014,Vermont,18.0,17.8
36907,1,2014,Virginia,34.8,35.8
36908,1,2014,Washington,31.2,29.6
36909,1,2014,West Virginia,29.8,31.9
36910,1,2014,Wisconsin,9.0,15.4
36911,1,2014,Wyoming,20.7,19.5
36912,2,2014,Alabama,42.3,46.6
36913,2,2014,Arizona,48.2,42.6
36914,2,2014,Arkansas,37.0,41.2
36915,2,2014,California,50.0,43.9
36916,2,2014,Colorado,27.0,25.6
36917,2,2014,Connecticut,24.3,25.8
36918,2,2014,Delaware,32.0,33.9
36919,2,2014,Florida,58.6,58.5
36920,2,2014,Georgia,44.9,47.4
36921,2,2014,Idaho,27.8,24.2
36922,2,2014,Illinois,19.4,27.3
36923,2,2014,Indiana,20.7,28.0
36924,2,2014,Iowa,13.7,20.2
36925,2,2014,Kansas,28.7,31.1
36926,2,2014,Kentucky,30.0,35.1
36927,2,2014,Louisiana,46.8,50.9
36928,2,2014,Maine,15.0,14.1
36929,2,2014,Maryland,30.3,33.1
36930,2,2014,Massachusetts,23.6,24.6
36931,2,2014,Michigan,12.5,18.6
36932,2,2014,Minnesota,3.0,9.2
36933,2,2014,Mississippi,42.4,46.7
36934,2,2014,Missouri,26.2,31.6
36935,2,2014,Montana,19.6,19.0
36936,2,2014,Nebraska,23.1,24.4
36937,2,2014,Nevada,38.2,32.1
36938,2,2014,New Hampshire,17.3,17.8
36939,2,2014,New Jersey,27.8,30.1
36940,2,2014,New Mexico,39.2,35.8
